"[1535413101140068HC3]시군구별","시군구별","[1535413101140068HD0]표시과목별","표시과목별","[Item]항목","항목","단위","2006.01 월","2007.01 월","2008.01 월","2009.01 월","2010.1/4","2011.1/4","2012.1/4","2013.1/4","2014.1/4","2015.1/4","2016.1/4","2017.1/4","2018.1/4","2019.1/4","2020.1/4","2021.1/4","2022.1/4","2023.1/4","2024.1/4","2025.1/4",
"1535413102140068HC3.370702","포항시 북구","1535413102140068HD0.A","산부인과","1635413103140068AAA[14STD03220]","의원현황[개]","개","7","5","5","","3","3","3","3","3","3","4","4","4","4","4","4","2","2","2","2",
"1535413102140068HC3.370702","포항시 북구","1535413102140068HD0.B","소아청소년과","1635413103140068AAA[14STD03220]","의원현황[개]","개","7","6","7","","7","7","8","8","8","9","10","9","9","9","9","11","10","10","8","8",
"1535413102140068HC3.370702","포항시 북구","1535413102140068HD0.C","안과","1635413103140068AAA[14STD03220]","의원현황[개]","개","8","9","8","","8","9","9","7","7","8","8","8","8","8","8","8","7","6","6","7",
"1535413102140068HC3.370702","포항시 북구","1535413102140068HD0.D","이비인후과","1635413103140068AAA[14STD03220]","의원현황[개]","개","11","11","11","","11","12","12","12","12","12","12","12","12","13","13","13","13","13","13","13",
"1535413102140068HC3.370702","포항시 북구","1535413102140068HD0.E","피부과","1635413103140068AAA[14STD03220]","의원현황[개]","개","5","5","6","","6","5","5","5","5","6","6","6","6","6","7","7","7","7","7","8",
"1535413102140068HC3.370702","포항시 북구","1535413102140068HD0.F","비뇨의학과","1635413103140068AAA[14STD03220]","의원현황[개]","개","9","9","9","","9","9","9","10","10","10","9","9","8","7","6","6","6","6","6","6",
"1535413102140068HC3.370702","포항시 북구","1535413102140068HD0.G","영상의학과","1635413103140068AAA[14STD03220]","의원현황[개]","개","0","0","0","","0","0","0","0","0","1","1","1","1","1","1","1","1","1","1","1",
"1535413102140068HC3.370702","포항시 북구","1535413102140068HD0.H","방사선종양학과","1635413103140068AAA[14STD03220]","의원현황[개]","개","","","","","","","","","","","","","","","","","0","0","0","0",
"1535413102140068HC3.370702","포항시 북구","1535413102140068HD0.I","병리과","1635413103140068AAA[14STD03220]","의원현황[개]","개","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1535413102140068HC3.370702","포항시 북구","1535413102140068HD0.J","진단검사의학과","1635413103140068AAA[14STD03220]","의원현황[개]","개","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1535413102140068HC3.370702","포항시 북구","1535413102140068HD0.K","결핵과","1635413103140068AAA[14STD03220]","의원현황[개]","개","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1535413102140068HC3.370702","포항시 북구","1535413102140068HD0.L","재활의학과","1635413103140068AAA[14STD03220]","의원현황[개]","개","1","1","1","","1","1","1","1","1","1","2","3","3","3","3","3","3","3","3","3",
"1535413102140068HC3.370702","포항시 북구","1535413102140068HD0.M","핵의학과","1635413103140068AAA[14STD03220]","의원현황[개]","개","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1535413102140068HC3.370702","포항시 북구","1535413102140068HD0.N","가정의학과","1635413103140068AAA[14STD03220]","의원현황[개]","개","3","3","3","","2","2","2","2","2","3","3","3","2","2","2","3","3","4","5","6",
"1535413102140068HC3.370702","포항시 북구","1535413102140068HD0.O","응급의학과","1635413103140068AAA[14STD03220]","의원현황[개]","개","","","","","","","","","","","","","","","","","0","0","0","0",
"1535413102140068HC3.370702","포항시 북구","1535413102140068HD0.P","직업환경의학과","1635413103140068AAA[14STD03220]","의원현황[개]","개","","","","","","","","","","","","0","0","0","0","0","0","0","0","0",
"1535413102140068HC3.370702","포항시 북구","1535413102140068HD0.Q","예방의학과","1635413103140068AAA[14STD03220]","의원현황[개]","개","","","","","","","","0","0","0","0","0","0","","0","0","0","0","0","0",
"1535413102140068HC3.370702","포항시 북구","1535413102140068HD0.R","전문과목미표시전문의","1635413103140068AAA[14STD03220]","의원현황[개]","개","20","23","22","","26","28","27","29","32","36","37","37","39","40","39","42","41","42","41","43",
"1535413102140068HC3.370702","포항시 북구","1535413102140068HD0.S","일반의","1635413103140068AAA[14STD03220]","의원현황[개]","개","5","7","6","","7","8","10","10","12","11","11","11","11","10","11","10","10","10","12","12",
"1535413102140068HC3.370800","문경시","1535413102140068HD0.1","내과","1635413103140068AAA[14STD03220]","의원현황[개]","개","5","7","7","","7","7","7","7","6","7","7","7","7","7","7","7","7","7","7","7",
"1535413102140068HC3.370800","문경시","1535413102140068HD0.2","신경과","1635413103140068AAA[14STD03220]","의원현황[개]","개","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1535413102140068HC3.370800","문경시","1535413102140068HD0.3","정신건강의학과","1635413103140068AAA[14STD03220]","의원현황[개]","개","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",
"1535413102140068HC3.370800","문경시","1535413102140068HD0.4","외과","1635413103140068AAA[14STD03220]","의원현황[개]","개","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",
"1535413102140068HC3.370800","문경시","1535413102140068HD0.5","정형외과","1635413103140068AAA[14STD03220]","의원현황[개]","개","2","2","1","","2","2","2","2","3","2","2","2","2","2","2","2","2","2","3","3",
"1535413102140068HC3.370800","문경시","1535413102140068HD0.6","신경외과","1635413103140068AAA[14STD03220]","의원현황[개]","개","1","1","1","","2","2","2","2","3","3","3","2","2","2","2","2","2","2","2","2",
"1535413102140068HC3.370800","문경시","1535413102140068HD0.7","심장혈관흉부외과","1635413103140068AAA[14STD03220]","의원현황[개]","개","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1535413102140068HC3.370800","문경시","1535413102140068HD0.8","성형외과","1635413103140068AAA[14STD03220]","의원현황[개]","개","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1535413102140068HC3.370800","문경시","1535413102140068HD0.9","마취통증의학과","1635413103140068AAA[14STD03220]","의원현황[개]","개","2","3","3","","3","3","3","3","3","3","3","3","2","2","2","2","2","2","1","1",
"1535413102140068HC3.370800","문경시","1535413102140068HD0.A","산부인과","1635413103140068AAA[14STD03220]","의원현황[개]","개","4","4","4","","4","4","4","4","4","3","3","3","3","3","3","3","3","3","3","3",
"1535413102140068HC3.370800","문경시","1535413102140068HD0.B","소아청소년과","1635413103140068AAA[14STD03220]","의원현황[개]","개","3","2","2","","1","2","2","1","1","1","1","1","1","1","1","1","1","1","1","1",
"1535413102140068HC3.370800","문경시","1535413102140068HD0.C","안과","1635413103140068AAA[14STD03220]","의원현황[개]","개","2","2","2","","2","2","2","2","2","2","2","3","3","2","2","2","2","2","2","2",
"1535413102140068HC3.370800","문경시","1535413102140068HD0.D","이비인후과","1635413103140068AAA[14STD03220]","의원현황[개]","개","2","2","2","","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3",
"1535413102140068HC3.370800","문경시","1535413102140068HD0.E","피부과","1635413103140068AAA[14STD03220]","의원현황[개]","개","1","1","1","","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1",
"1535413102140068HC3.370800","문경시","1535413102140068HD0.F","비뇨의학과","1635413103140068AAA[14STD03220]","의원현황[개]","개","1","2","2","","2","2","2","2","2","2","3","3","3","3","3","3","3","3","2","2",
"1535413102140068HC3.370800","문경시","1535413102140068HD0.G","영상의학과","1635413103140068AAA[14STD03220]","의원현황[개]","개","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1535413102140068HC3.370800","문경시","1535413102140068HD0.H","방사선종양학과","1635413103140068AAA[14STD03220]","의원현황[개]","개","","","","","","","","","","","","","","","","","0","0","0","0",
"1535413102140068HC3.370800","문경시","1535413102140068HD0.I","병리과","1635413103140068AAA[14STD03220]","의원현황[개]","개","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1535413102140068HC3.370800","문경시","1535413102140068HD0.J","진단검사의학과","1635413103140068AAA[14STD03220]","의원현황[개]","개","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1535413102140068HC3.370800","문경시","1535413102140068HD0.K","결핵과","1635413103140068AAA[14STD03220]","의원현황[개]","개","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1535413102140068HC3.370800","문경시","1535413102140068HD0.L","재활의학과","1635413103140068AAA[14STD03220]","의원현황[개]","개","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1535413102140068HC3.370800","문경시","1535413102140068HD0.M","핵의학과","1635413103140068AAA[14STD03220]","의원현황[개]","개","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1535413102140068HC3.370800","문경시","1535413102140068HD0.N","가정의학과","1635413103140068AAA[14STD03220]","의원현황[개]","개","3","3","2","","2","2","3","3","3","3","3","3","2","2","2","2","2","2","2","1",
"1535413102140068HC3.370800","문경시","1535413102140068HD0.O","응급의학과","1635413103140068AAA[14STD03220]","의원현황[개]","개","","","","","","","","","","","","","","","","","0","0","0","0",
"1535413102140068HC3.370800","문경시","1535413102140068HD0.P","직업환경의학과","1635413103140068AAA[14STD03220]","의원현황[개]","개","","","","","","","","","","","","0","0","0","0","0","0","0","0","0",
"1535413102140068HC3.370800","문경시","1535413102140068HD0.Q","예방의학과","1635413103140068AAA[14STD03220]","의원현황[개]","개","","","","","","","","0","0","0","0","0","0","","0","0","0","0","0","0",
"1535413102140068HC3.370800","문경시","1535413102140068HD0.R","전문과목미표시전문의","1635413103140068AAA[14STD03220]","의원현황[개]","개","7","5","6","","5","5","6","6","5","5","5","5","6","9","8","8","8","8","8","8",
"1535413102140068HC3.370800","문경시","1535413102140068HD0.S","일반의","1635413103140068AAA[14STD03220]","의원현황[개]","개","5","6","4","","5","6","6","5","6","7","8","8","8","7","6","7","6","6","6","5",
"1535413102140068HC3.370900","상주시","1535413102140068HD0.1","내과","1635413103140068AAA[14STD03220]","의원현황[개]","개","6","6","6","","6","6","7","7","8","8","8","8","9","9","9","9","8","8","8","8",
"1535413102140068HC3.370900","상주시","1535413102140068HD0.2","신경과","1635413103140068AAA[14STD03220]","의원현황[개]","개","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1535413102140068HC3.370900","상주시","1535413102140068HD0.3","정신건강의학과","1635413103140068AAA[14STD03220]","의원현황[개]","개","1","1","1","","1","1","1","1","1","1","1","2","2","2","2","2","2","2","2","2",
"1535413102140068HC3.370900","상주시","1535413102140068HD0.4","외과","1635413103140068AAA[14STD03220]","의원현황[개]","개","2","2","2","","3","2","2","2","2","1","1","1","1","1","1","1","1","1","1","1",
"1535413102140068HC3.370900","상주시","1535413102140068HD0.5","정형외과","1635413103140068AAA[14STD03220]","의원현황[개]","개","2","2","3","","1","2","2","2","2","2","2","2","2","1","1","1","1","1","1","1",
"1535413102140068HC3.370900","상주시","1535413102140068HD0.6","신경외과","1635413103140068AAA[14STD03220]","의원현황[개]","개","0","0","1","","3","3","3","3","3","3","3","4","4","4","4","4","4","4","4","4",
"1535413102140068HC3.370900","상주시","1535413102140068HD0.7","심장혈관흉부외과","1635413103140068AAA[14STD03220]","의원현황[개]","개","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1535413102140068HC3.370900","상주시","1535413102140068HD0.8","성형외과","1635413103140068AAA[14STD03220]","의원현황[개]","개","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1535413102140068HC3.370900","상주시","1535413102140068HD0.9","마취통증의학과","1635413103140068AAA[14STD03220]","의원현황[개]","개","2","2","2","","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2",
"1535413102140068HC3.370900","상주시","1535413102140068HD0.A","산부인과","1635413103140068AAA[14STD03220]","의원현황[개]","개","3","3","3","","3","3","3","3","3","3","3","3","2","2","2","2","2","2","2","2",
"1535413102140068HC3.370900","상주시","1535413102140068HD0.B","소아청소년과","1635413103140068AAA[14STD03220]","의원현황[개]","개","3","3","3","","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3",
"1535413102140068HC3.370900","상주시","1535413102140068HD0.C","안과","1635413103140068AAA[14STD03220]","의원현황[개]","개","2","2","2","","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3",
"1535413102140068HC3.370900","상주시","1535413102140068HD0.D","이비인후과","1635413103140068AAA[14STD03220]","의원현황[개]","개","2","2","2","","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2",
"1535413102140068HC3.370900","상주시","1535413102140068HD0.E","피부과","1635413103140068AAA[14STD03220]","의원현황[개]","개","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",
"1535413102140068HC3.370900","상주시","1535413102140068HD0.F","비뇨의학과","1635413103140068AAA[14STD03220]","의원현황[개]","개","2","2","2","","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2",
"1535413102140068HC3.370900","상주시","1535413102140068HD0.G","영상의학과","1635413103140068AAA[14STD03220]","의원현황[개]","개","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1535413102140068HC3.370900","상주시","1535413102140068HD0.H","방사선종양학과","1635413103140068AAA[14STD03220]","의원현황[개]","개","","","","","","","","","","","","","","","","","0","0","0","0",
"1535413102140068HC3.370900","상주시","1535413102140068HD0.I","병리과","1635413103140068AAA[14STD03220]","의원현황[개]","개","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1535413102140068HC3.370900","상주시","1535413102140068HD0.J","진단검사의학과","1635413103140068AAA[14STD03220]","의원현황[개]","개","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1535413102140068HC3.370900","상주시","1535413102140068HD0.K","결핵과","1635413103140068AAA[14STD03220]","의원현황[개]","개","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1535413102140068HC3.370900","상주시","1535413102140068HD0.L","재활의학과","1635413103140068AAA[14STD03220]","의원현황[개]","개","1","1","1","","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1535413102140068HC3.370900","상주시","1535413102140068HD0.M","핵의학과","1635413103140068AAA[14STD03220]","의원현황[개]","개","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1535413102140068HC3.370900","상주시","1535413102140068HD0.N","가정의학과","1635413103140068AAA[14STD03220]","의원현황[개]","개","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1535413102140068HC3.370900","상주시","1535413102140068HD0.O","응급의학과","1635413103140068AAA[14STD03220]","의원현황[개]","개","","","","","","","","","","","","","","","","","0","0","0","0",
"1535413102140068HC3.370900","상주시","1535413102140068HD0.P","직업환경의학과","1635413103140068AAA[14STD03220]","의원현황[개]","개","","","","","","","","","","","","0","0","0","0","0","0","0","0","0",
"1535413102140068HC3.370900","상주시","1535413102140068HD0.Q","예방의학과","1635413103140068AAA[14STD03220]","의원현황[개]","개","","","","","","","","0","0","0","0","0","0","","0","0","0","0","0","0",
"1535413102140068HC3.370900","상주시","1535413102140068HD0.R","전문과목미표시전문의","1635413103140068AAA[14STD03220]","의원현황[개]","개","7","8","8","","8","9","11","11","9","10","11","11","10","12","11","11","11","11","11","11",
"1535413102140068HC3.370900","상주시","1535413102140068HD0.S","일반의","1635413103140068AAA[14STD03220]","의원현황[개]","개","5","5","6","","6","6","4","4","4","4","5","3","3","2","2","2","2","2","2","4",
"1535413102140068HC3.371000","경산시","1535413102140068HD0.1","내과","1635413103140068AAA[14STD03220]","의원현황[개]","개","15","18","19","","19","19","21","22","23","21","22","24","29","28","29","29","30","33","34","35",
"1535413102140068HC3.371000","경산시","1535413102140068HD0.2","신경과","1635413103140068AAA[14STD03220]","의원현황[개]","개","0","0","0","","0","0","1","2","2","3","3","3","3","3","3","3","4","5","5","5",
"1535413102140068HC3.371000","경산시","1535413102140068HD0.3","정신건강의학과","1635413103140068AAA[14STD03220]","의원현황[개]","개","1","1","1","","1","1","1","1","1","1","1","2","2","4","4","4","4","4","4","4",
"1535413102140068HC3.371000","경산시","1535413102140068HD0.4","외과","1635413103140068AAA[14STD03220]","의원현황[개]","개","5","5","5","","5","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6",
"1535413102140068HC3.371000","경산시","1535413102140068HD0.5","정형외과","1635413103140068AAA[14STD03220]","의원현황[개]","개","7","7","8","","8","9","9","9","9","9","10","10","11","12","11","13","13","14","16","16",
"1535413102140068HC3.371000","경산시","1535413102140068HD0.6","신경외과","1635413103140068AAA[14STD03220]","의원현황[개]","개","2","3","3","","4","3","3","3","3","3","3","5","5","6","6","6","6","6","6","6",
"1535413102140068HC3.371000","경산시","1535413102140068HD0.7","심장혈관흉부외과","1635413103140068AAA[14STD03220]","의원현황[개]","개","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1535413102140068HC3.371000","경산시","1535413102140068HD0.8","성형외과","1635413103140068AAA[14STD03220]","의원현황[개]","개","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","2","2","2","2",
"1535413102140068HC3.371000","경산시","1535413102140068HD0.9","마취통증의학과","1635413103140068AAA[14STD03220]","의원현황[개]","개","3","4","5","","4","5","6","6","6","6","5","4","3","4","4","4","3","3","2","2",
"1535413102140068HC3.371000","경산시","1535413102140068HD0.A","산부인과","1635413103140068AAA[14STD03220]","의원현황[개]","개","6","6","7","","7","7","7","7","6","6","6","6","6","7","7","7","8","9","9","10",
"1535413102140068HC3.371000","경산시","1535413102140068HD0.B","소아청소년과","1635413103140068AAA[14STD03220]","의원현황[개]","개","9","8","11","","11","11","11","12","11","11","11","11","10","11","11","11","12","12","11","11",
"1535413102140068HC3.371000","경산시","1535413102140068HD0.C","안과","1635413103140068AAA[14STD03220]","의원현황[개]","개","5","6","6","","6","6","6","6","6","6","6","6","6","7","7","7","8","8","8","7",
"1535413102140068HC3.371000","경산시","1535413102140068HD0.D","이비인후과","1635413103140068AAA[14STD03220]","의원현황[개]","개","10","11","12","","11","12","13","14","14","14","14","15","17","17","18","18","18","18","18","18",
"1535413102140068HC3.371000","경산시","1535413102140068HD0.E","피부과","1635413103140068AAA[14STD03220]","의원현황[개]","개","1","2","2","","2","2","2","2","2","2","2","2","2","2","4","4","4","4","4","4",
"1535413102140068HC3.371000","경산시","1535413102140068HD0.F","비뇨의학과","1635413103140068AAA[14STD03220]","의원현황[개]","개","4","4","4","","4","4","4","4","4","5","5","5","5","5","5","6","6","6","6","6",
"1535413102140068HC3.371000","경산시","1535413102140068HD0.G","영상의학과","1635413103140068AAA[14STD03220]","의원현황[개]","개","1","0","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",
"1535413102140068HC3.371000","경산시","1535413102140068HD0.H","방사선종양학과","1635413103140068AAA[14STD03220]","의원현황[개]","개","","","","","","","","","","","","","","","","","0","0","0","0",
"1535413102140068HC3.371000","경산시","1535413102140068HD0.I","병리과","1635413103140068AAA[14STD03220]","의원현황[개]","개","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1535413102140068HC3.371000","경산시","1535413102140068HD0.J","진단검사의학과","1635413103140068AAA[14STD03220]","의원현황[개]","개","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1535413102140068HC3.371000","경산시","1535413102140068HD0.K","결핵과","1635413103140068AAA[14STD03220]","의원현황[개]","개","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1535413102140068HC3.371000","경산시","1535413102140068HD0.L","재활의학과","1635413103140068AAA[14STD03220]","의원현황[개]","개","0","0","0","","0","0","0","0","0","0","1","1","1","1","1","1","1","1","2","2",
"1535413102140068HC3.371000","경산시","1535413102140068HD0.M","핵의학과","1635413103140068AAA[14STD03220]","의원현황[개]","개","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1535413102140068HC3.371000","경산시","1535413102140068HD0.N","가정의학과","1635413103140068AAA[14STD03220]","의원현황[개]","개","3","4","4","","3","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",
"1535413102140068HC3.371000","경산시","1535413102140068HD0.O","응급의학과","1635413103140068AAA[14STD03220]","의원현황[개]","개","","","","","","","","","","","","","","","","","0","0","0","0",
"1535413102140068HC3.371000","경산시","1535413102140068HD0.P","직업환경의학과","1635413103140068AAA[14STD03220]","의원현황[개]","개","","","","","","","","","","","","0","0","0","0","0","0","0","0","0",
"1535413102140068HC3.371000","경산시","1535413102140068HD0.Q","예방의학과","1635413103140068AAA[14STD03220]","의원현황[개]","개","","","","","","","","0","0","0","0","0","0","","0","0","0","0","0","0",
"1535413102140068HC3.371000","경산시","1535413102140068HD0.R","전문과목미표시전문의","1635413103140068AAA[14STD03220]","의원현황[개]","개","22","25","18","","23","25","21","20","18","20","21","21","20","20","18","19","19","17","17","17",
"1535413102140068HC3.371000","경산시","1535413102140068HD0.S","일반의","1635413103140068AAA[14STD03220]","의원현황[개]","개","8","8","10","","11","10","9","7","8","12","11","9","10","9","9","10","12","14","11","14",
"1535413102140068HC3.38","경남","1535413102140068HD0.1","내과","1635413103140068AAA[14STD03220]","의원현황[개]","개","201","206","207","","215","217","213","219","222","229","240","247","253","263","268","274","276","283","289","296",
"1535413102140068HC3.38","경남","1535413102140068HD0.2","신경과","1635413103140068AAA[14STD03220]","의원현황[개]","개","6","7","6","","6","6","4","4","4","4","5","5","5","6","7","11","12","12","12","12",
"1535413102140068HC3.38","경남","1535413102140068HD0.3","정신건강의학과","1635413103140068AAA[14STD03220]","의원현황[개]","개","24","25","27","","26","26","26","28","30","29","33","39","43","46","49","52","55","57","58","58",
"1535413102140068HC3.38","경남","1535413102140068HD0.4","외과","1635413103140068AAA[14STD03220]","의원현황[개]","개","66","64","59","","56","55","54","53","54","52","52","52","52","54","54","52","53","52","45","44",
"1535413102140068HC3.38","경남","1535413102140068HD0.5","정형외과","1635413103140068AAA[14STD03220]","의원현황[개]","개","88","97","90","","90","94","93","94","93","91","94","96","99","100","101","100","103","107","104","107",
"1535413102140068HC3.38","경남","1535413102140068HD0.6","신경외과","1635413103140068AAA[14STD03220]","의원현황[개]","개","30","29","25","","25","23","24","25","26","24","23","23","24","25","26","29","35","36","35","36",
"1535413102140068HC3.38","경남","1535413102140068HD0.7","심장혈관흉부외과","1635413103140068AAA[14STD03220]","의원현황[개]","개","1","2","2","","2","2","3","3","2","2","2","2","2","2","2","2","2","2","2","2",
"1535413102140068HC3.38","경남","1535413102140068HD0.8","성형외과","1635413103140068AAA[14STD03220]","의원현황[개]","개","14","13","13","","17","16","17","17","18","18","20","20","19","18","22","22","24","24","23","22",
"1535413102140068HC3.38","경남","1535413102140068HD0.9","마취통증의학과","1635413103140068AAA[14STD03220]","의원현황[개]","개","32","36","38","","37","42","49","50","53","56","58","58","62","65","65","69","77","79","82","90",
"1535413102140068HC3.38","경남","1535413102140068HD0.A","산부인과","1635413103140068AAA[14STD03220]","의원현황[개]","개","92","84","80","","75","70","72","70","63","62","64","64","64","58","58","60","61","61","57","57",
"1535413102140068HC3.38","경남","1535413102140068HD0.B","소아청소년과","1635413103140068AAA[14STD03220]","의원현황[개]","개","117","115","115","","109","110","109","105","102","105","104","104","104","105","99","95","92","92","98","96",
"1535413102140068HC3.38","경남","1535413102140068HD0.C","안과","1635413103140068AAA[14STD03220]","의원현황[개]","개","59","67","71","","80","82","87","88","87","85","86","88","87","89","92","90","90","93","93","93",
"1535413102140068HC3.38","경남","1535413102140068HD0.D","이비인후과","1635413103140068AAA[14STD03220]","의원현황[개]","개","87","91","91","","97","99","98","105","105","109","113","119","123","126","128","131","127","130","131","130",
"1535413102140068HC3.38","경남","1535413102140068HD0.E","피부과","1635413103140068AAA[14STD03220]","의원현황[개]","개","29","31","33","","37","37","40","40","41","41","40","41","46","46","47","48","48","49","48","48",
"1535413102140068HC3.38","경남","1535413102140068HD0.F","비뇨의학과","1635413103140068AAA[14STD03220]","의원현황[개]","개","58","58","58","","58","58","59","61","63","62","61","60","61","63","63","63","62","58","57","58",
"1535413102140068HC3.38","경남","1535413102140068HD0.G","영상의학과","1635413103140068AAA[14STD03220]","의원현황[개]","개","13","13","13","","12","12","12","9","6","6","6","6","6","6","6","5","5","5","5","4",
"1535413102140068HC3.38","경남","1535413102140068HD0.H","방사선종양학과","1635413103140068AAA[14STD03220]","의원현황[개]","개","","","","","","","","","","","","","","","","","0","0","0","0",
"1535413102140068HC3.38","경남","1535413102140068HD0.I","병리과","1635413103140068AAA[14STD03220]","의원현황[개]","개","1","1","1","","1","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2",
"1535413102140068HC3.38","경남","1535413102140068HD0.J","진단검사의학과","1635413103140068AAA[14STD03220]","의원현황[개]","개","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1535413102140068HC3.38","경남","1535413102140068HD0.K","결핵과","1635413103140068AAA[14STD03220]","의원현황[개]","개","2","2","2","","2","1","1","1","1","1","1","1","1","0","0","0","0","0","0","0",
"1535413102140068HC3.38","경남","1535413102140068HD0.L","재활의학과","1635413103140068AAA[14STD03220]","의원현황[개]","개","8","8","7","","5","6","7","7","8","9","9","11","12","10","11","13","14","14","12","12",
"1535413102140068HC3.38","경남","1535413102140068HD0.M","핵의학과","1635413103140068AAA[14STD03220]","의원현황[개]","개","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1535413102140068HC3.38","경남","1535413102140068HD0.N","가정의학과","1635413103140068AAA[14STD03220]","의원현황[개]","개","32","34","32","","37","33","33","32","32","32","33","32","33","33","34","35","33","33","33","33",
"1535413102140068HC3.38","경남","1535413102140068HD0.O","응급의학과","1635413103140068AAA[14STD03220]","의원현황[개]","개","","","","","","","","","","","","","","","","","0","0","0","0",
"1535413102140068HC3.38","경남","1535413102140068HD0.P","직업환경의학과","1635413103140068AAA[14STD03220]","의원현황[개]","개","","","","","","","","","","","","1","1","1","1","1","1","1","1","1",
"1535413102140068HC3.38","경남","1535413102140068HD0.Q","예방의학과","1635413103140068AAA[14STD03220]","의원현황[개]","개","","","","","","","","0","0","0","0","0","0","","0","0","0","0","0","0",
"1535413102140068HC3.38","경남","1535413102140068HD0.R","전문과목미표시전문의","1635413103140068AAA[14STD03220]","의원현황[개]","개","248","252","259","","280","279","278","285","286","296","284","310","319","321","326","326","335","329","334","332",
"1535413102140068HC3.38","경남","1535413102140068HD0.S","일반의","1635413103140068AAA[14STD03220]","의원현황[개]","개","169","170","180","","194","196","190","187","184","187","203","199","190","189","185","186","186","187","188","198",
"1535413102140068HC3.380002","거창군","1535413102140068HD0.1","내과","1635413103140068AAA[14STD03220]","의원현황[개]","개","4","4","4","","4","4","4","5","5","5","3","3","3","5","5","5","5","5","5","5",
"1535413102140068HC3.380002","거창군","1535413102140068HD0.2","신경과","1635413103140068AAA[14STD03220]","의원현황[개]","개","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1535413102140068HC3.380002","거창군","1535413102140068HD0.3","정신건강의학과","1635413103140068AAA[14STD03220]","의원현황[개]","개","0","0","0","","0","0","0","0","0","0","1","1","1","1","1","1","1","1","1","1",
"1535413102140068HC3.380002","거창군","1535413102140068HD0.4","외과","1635413103140068AAA[14STD03220]","의원현황[개]","개","3","3","3","","3","3","3","3","3","3","3","3","3","3","3","2","2","2","2","2",
"1535413102140068HC3.380002","거창군","1535413102140068HD0.5","정형외과","1635413103140068AAA[14STD03220]","의원현황[개]","개","4","4","4","","4","4","3","3","3","3","3","3","4","4","4","4","4","4","4","4",
