요양기관명,요양종별,시도명,시군구명,폐업일자
100세약국,약국,경기,수원시 팔달구,2007-11-09
100세연합요양병원,요양병원,대구,북구,2011-12-29
100세연합요양병원,요양병원,대구,북구,2011-12-01
100세요양병원,요양병원,대구,북구,2008-05-06
100세한의원,한의원,서울,구로구,2013-08-19
100세한의원,한의원,서울,구로구,2014-08-12
100세행복한의원,한의원,경기,남양주시,2025-04-03
11번약국,약국,서울,강남구,2014-11-03
11번약국,약국,서울,강남구,2017-09-01
123약국,약국,서울,강남구,2024-07-03
123약국,약국,부산,서구,2022-10-04
123약국,약국,경남,김해시,2019-05-27
123한의원,한의원,충남,천안시 서북구,2022-08-22
123한의원,한의원,경기,평택시,2018-12-30
123한의원,한의원,경기,평택시,2023-02-27
13층약국,약국,서울,중구,2025-10-13
13층약국,약국,서울,중구,2020-03-16
14번의원,의원,서울,서초구,2012-07-10
153치과의원,치과의원,서울,관악구,2025-08-28
1919약국,약국,대전,중구,2010-04-14
1박2일잠실월드플란트치과의원,치과의원,서울,송파구,2023-10-05
1번약국,약국,서울,구로구,2024-11-04
1번약국,약국,부산,동구,2016-07-14
1번약국,약국,경남,김해시,2024-06-30
1번약국,약국,울산,동구,2022-11-08
1분사랑니치과의원,치과의원,경기,수원시 영통구,2022-09-06
1층메디컬약국,약국,서울,금천구,2024-03-04
1층메디컬약국,약국,서울,금천구,2025-03-24
1층바로약국,약국,인천,미추홀구,2024-11-25
1층약국,약국,부산,해운대구,2018-08-21
1층엔약국,약국,서울,강남구,2023-05-01
1호선범일약국,약국,부산,동구,2022-08-16
2000마트약국,약국,경기,이천시,2004-03-10
2000마트약국,약국,경기,이천시,2001-10-05
2000마트약국,약국,경기,이천시,2002-09-07
2000마트약국,약국,경기,이천시,2007-02-20
2001소아청소년과의원,의원,서울,구로구,2008-12-22
2030미라인외과의원,의원,광주,서구,2015-06-30
2030미라인의원,의원,광주,서구,2018-08-01
2030미라인의원,의원,광주,서구,2017-01-03
2060오스킨성형외과의원,의원,서울,강남구,2017-03-02
2080치과병원,치과병원,경기,남양주시,2001-08-14
2080치과의원,치과의원,서울,강북구,2007-03-19
2080치과의원,치과의원,서울,영등포구,2025-09-23
2080치과의원,치과의원,서울,강동구,2008-01-15
2080치과의원,치과의원,서울,강북구,2015-04-01
2080치과의원,치과의원,서울,강북구,2009-09-14
2080치과의원,치과의원,서울,강북구,2012-03-15
2080치과의원,치과의원,경기,남양주시,2000-09-09
2080치과의원,치과의원,경기,남양주시,2014-11-24
2080치과의원,치과의원,경기,남양주시,2015-01-26
2080피부과의원,의원,대구,북구,2013-03-04
210정형외과의원,의원,서울,양천구,2022-12-26
21C메트로한방병원,한방병원,서울,은평구,2018-09-23
21C약국,약국,광주,서구,2018-09-27
21C프라자의원,의원,경기,성남시 수정구,2007-07-03
21C한일병원,병원,경남,거제시,2012-03-27
21C한일병원,병원,경남,거제시,2010-05-03
21C한일병원,병원,경남,거제시,2022-07-01
21세기 바른 의원,의원,전북,남원시,2021-05-01
21세기가정의원,의원,부산,서구,2012-12-01
21세기강남약국,약국,인천,미추홀구,2010-09-08
21세기강남약국,약국,인천,미추홀구,2013-09-27
21세기건강약국,약국,서울,중랑구,2007-12-27
21세기건강약국,약국,서울,중랑구,2001-01-19
21세기건강약국,약국,전북,전주시 덕진구,2008-12-02
21세기건강옵티마약국,약국,경기,성남시 수정구,2020-10-20
21세기나눔치과병원,치과병원,경기,성남시 분당구,2004-08-03
21세기나눔치과의원,치과의원,경기,부천시,2014-01-31
21세기내과의원,의원,경기,성남시 분당구,2005-10-05
21세기라파병원,병원,부산,부산진구,2021-04-30
21세기마취과의원,의원,광주,서구,2002-11-21
21세기메디칼약국,약국,서울,성동구,2024-09-27
21세기메디칼약국,약국,서울,강동구,2001-06-09
21세기메디칼약국,약국,서울,강동구,2008-05-15
21세기메디칼약국,약국,경기,성남시 수정구,2004-07-21
21세기명가한의원,한의원,서울,강남구,2013-09-05
21세기미소내과의원,의원,인천,남동구,2006-03-17
21세기박약국,약국,전북,김제시,2006-06-27
21세기백화점약국,약국,서울,중랑구,2006-08-07
21세기병원,병원,서울,서초구,2014-01-07
21세기병원,병원,인천,남동구,2022-12-16
21세기병원,병원,강원,원주시,2025-09-18
21세기보배약국,약국,서울,노원구,2021-09-13
21세기보배약국,약국,서울,노원구,2017-07-31
21세기부부한의원,한의원,경기,성남시 수정구,2013-12-31
21세기분당종로약국,약국,경기,성남시 분당구,2004-11-29
21세기비뇨기과의원,의원,대구,남구,2013-05-24
21세기산부인과의원,의원,경기,화성시,2009-10-08
21세기산부인과의원,의원,경기,화성시,2010-12-05
21세기상계약국,약국,서울,노원구,2003-03-31
21세기상계약국,약국,서울,노원구,2023-03-26
21세기새생명한의원,한의원,서울,서초구,2001-05-05
21세기새생명한의원,한의원,서울,서초구,2003-02-08
21세기성심약국,약국,경기,파주시,2010-04-30
21세기성심약국,약국,경기,파주시,2022-11-09
21세기성형외과의원,의원,서울,강남구,2005-05-02
21세기스마일치과의원,치과의원,서울,강북구,2012-08-27
21세기신경외과의원,의원,서울,서초구,2003-09-01
21세기신천지약국,약국,서울,영등포구,2024-12-19
21세기약국,약국,서울,금천구,2013-08-07
21세기약국,약국,서울,광진구,2003-02-27
21세기약국,약국,서울,강동구,2001-04-03
21세기약국,약국,서울,영등포구,2007-05-07
21세기약국,약국,부산,연제구,2007-11-21
21세기약국,약국,부산,수영구,2009-07-31
21세기약국,약국,부산,해운대구,2005-02-14
21세기약국,약국,부산,수영구,2011-01-03
21세기약국,약국,경기,수원시 장안구,2019-06-01
21세기약국,약국,경기,광주시,2015-07-08
21세기약국,약국,경기,광명시,2023-03-31
21세기약국,약국,경기,파주시,2011-07-18
21세기약국,약국,경기,수원시 팔달구,2017-03-20
21세기약국,약국,인천,부평구,2005-03-24
21세기약국,약국,인천,계양구,2004-11-16
21세기약국,약국,경기,양주시,2020-08-24
21세기약국,약국,경기,성남시 중원구,2009-07-01
21세기약국,약국,강원,춘천시,2004-02-26
21세기약국,약국,대전,유성구,2022-03-25
21세기약국,약국,대전,동구,2008-01-22
21세기약국,약국,대전,서구,2021-11-02
21세기약국,약국,경북,포항시 남구,2013-12-31
21세기약국,약국,경북,성주군,2008-10-23
21세기약국,약국,경북,김천시,2005-07-14
21세기약국,약국,대구,수성구,2004-05-07
21세기약국,약국,대구,수성구,2001-02-25
21세기약국,약국,경북,포항시 북구,2009-03-25
21세기약국,약국,대구,수성구,2018-04-20
21세기약국,약국,대구,수성구,2005-06-01
21세기약국,약국,경북,경주시,2007-03-09
21세기약국,약국,경기,파주시,2008-11-20
21세기약국,약국,인천,중구,2019-11-29
21세기약국,약국,경기,고양시 덕양구,2017-01-01
21세기연세산부인과의원,의원,서울,성북구,2018-09-30
21세기연세약국,약국,경기,성남시 분당구,2001-04-27
21세기연세약국,약국,경기,성남시 분당구,2022-01-03
21세기연세의원,의원,경기,성남시 분당구,2011-07-21
21세기연합소아과의원,의원,대구,수성구,2018-04-01
21세기연합의원,의원,전남,여수시,2010-03-22
21세기연합정형외과의원,의원,경북,포항시 북구,2020-06-01
21세기열린약국,약국,경기,의정부시,2005-10-05
21세기열린약국,약국,경기,의정부시,2006-01-10
21세기영상의학과의원,의원,부산,사하구,2011-12-01
21세기영상의학과의원,의원,부산,사하구,2013-12-21
21세기온누리약국,약국,경기,성남시 분당구,2016-03-28
21세기외과의원,의원,경기,양주시,2016-05-23
21세기우리네약국,약국,부산,남구,2003-06-02
21세기우리소아과의원,의원,경기,화성시,2011-05-02
21세기유약국,약국,서울,양천구,2007-08-02
21세기의원,의원,서울,강서구,2007-07-04
21세기의원,의원,부산,부산진구,2005-10-10
21세기의원,의원,경기,성남시 분당구,2001-05-21
21세기의원,의원,경기,남양주시,2005-08-03
21세기의원,의원,경기,성남시 분당구,2018-03-05
21세기의원,의원,인천,남동구,2004-04-14
21세기의원,의원,충북,청주시 청원구,2020-02-12
21세기의원,의원,충북,충주시,2012-05-29
21세기의원,의원,울산,북구,2002-09-02
21세기의원,의원,울산,남구,2006-08-31
21세기정약국,약국,경기,수원시 권선구,2009-01-02
21세기정형외과의원,의원,울산,북구,2002-09-02
21세기제일약국,약국,경기,군포시,2016-11-01
21세기제통의원,의원,광주,서구,2002-01-22
21세기조훈의원,의원,경기,남양주시,2024-07-22
21세기좋은병원,병원,울산,북구,2020-05-26
21세기좋은치과의원,치과의원,울산,북구,2018-08-24
21세기중앙약국,약국,부산,중구,2002-04-17
21세기치과병원,치과병원,경기,성남시 분당구,2002-04-05
21세기치과의원,치과의원,서울,강남구,2009-12-16
21세기치과의원,치과의원,부산,동구,2006-06-01
21세기치과의원,치과의원,경기,김포시,2003-12-30
21세기치과의원,치과의원,경기,성남시 분당구,2009-03-30
21세기치과의원,치과의원,경기,성남시 분당구,2014-08-07
21세기치과의원,치과의원,대구,달서구,2020-11-30
21세기평촌약국,약국,경기,안양시 동안구,2003-05-30
21세기프린스약국,약국,인천,중구,2012-04-19
21세기하나내과의원,의원,전남,목포시,2003-04-13
21세기한의원,한의원,서울,강남구,2008-11-21
21세기한의원,한의원,서울,강남구,2005-04-12
21세기한의원,한의원,서울,강남구,2007-05-04
21세기한의원,한의원,서울,중구,2023-08-30
21세기혜민약국,약국,서울,마포구,2015-05-29
21세기힘찬정형외과의원,의원,경기,남양주시,2023-07-11
22세기서울치과의원,치과의원,인천,연수구,2017-09-30
22세기약국,약국,전남,순천시,2021-12-15
24시약국,약국,서울,광진구,2025-04-01
24시약국,약국,부산,사상구,2005-08-11
24시연세의원,의원,서울,중구,2000-12-31
24시열린의원,의원,서울,송파구,2022-09-01
24인치의원,의원,울산,남구,2011-02-16
24인치의원,의원,인천,부평구,2024-04-01
24인치의원,의원,인천,부평구,2024-08-16
24인치의원,의원,인천,부평구,2025-04-13
25시약국,약국,울산,남구,2000-02-12
25시약국,약국,경남,양산시,2010-04-16
25시약국,약국,경남,창원시 성산구,2016-01-22
25시약국,약국,경남,창원시,2006-10-04
28지킴이치과의원,치과의원,강원,원주시,2019-07-15
2닦아주는닥터정치과의원,치과의원,서울,강남구,2017-06-07
2닦아주는닥터정치과의원,치과의원,서울,강남구,2017-12-30
2동탄약국,약국,경기,화성시,2021-08-30
2디자인치과의원,치과의원,충북,청주시 흥덕구,2025-10-20
2번출구약국,약국,서울,강남구,2005-08-11
2층 리본약국,약국,경기,안양시 동안구,2021-09-01
2층 봄약국,약국,경기,과천시,2024-04-30
2층로하약국,약국,부산,부산진구,2025-08-04
2층바로약국,약국,서울,마포구,2025-07-14
2층소망약국,약국,서울,양천구,2010-03-02
2층솔약국,약국,대구,달서구,2005-06-07
2층약국,약국,부산,부산진구,2011-06-27
2층약국,약국,경기,안양시 동안구,2020-12-01
2층약국,약국,경기,안양시 동안구,2021-09-23
2층약국,약국,경기,용인시 기흥구,2025-08-30
2층엔약국,약국,경기,남양주시,2022-05-01
2층엔약국,약국,경기,남양주시,2025-01-12
2층우리약국,약국,경기,용인시,2003-09-01
2층은약국,약국,서울,서초구,2014-04-07
2층은약국,약국,서울,서초구,2013-11-01
2층정약국,약국,서울,영등포구,2025-05-19
2층정약국,약국,서울,영등포구,2024-05-13
2층즐거운약국,약국,서울,강서구,2022-06-23
2층푸른약국,약국,경기,고양시 덕양구,2025-09-01
2층하늘약국,약국,서울,마포구,2015-07-01
2층홍약국,약국,서울,은평구,2016-08-18
309성형외과의원,의원,서울,강남구,2021-12-30
30분여왕성형외과의원,의원,울산,남구,2017-05-12
333치과의원,치과의원,경기,화성시,2022-11-20
36.5의원,의원,서울,강남구,2014-10-02
363 하나약국,약국,경남,김해시,2020-08-31
365 씨티 의원,의원,강원,원주시,2020-02-25
