요양기관명,요양종별,시도명,시군구명,폐업일자
장안의원,의원,서울,금천구,2013-12-31
장안의원,의원,부산,동래구,2003-02-07
장안이비인후과의원,의원,서울,동대문구,2002-02-26
장안이비인후과의원,의원,인천,연수구,2008-02-11
장안정형외과의원,의원,경기,수원시 장안구,2002-08-28
장안종로약국,약국,서울,동대문구,2006-06-26
장안중앙약국,약국,서울,동대문구,2013-10-07
장안중앙약국,약국,서울,동대문구,2021-09-30
장안평약국,약국,서울,동대문구,2015-11-30
장안한의원,한의원,서울,광진구,2016-01-18
장안한의원,한의원,서울,광진구,2015-08-03
장안한의원,한의원,대구,달서구,2001-01-11
장안한의원,한의원,경북,구미시,2010-05-07
장안한의원,한의원,대구,달서구,2003-04-07
장안행복한의원,의원,경기,수원시 장안구,2024-03-29
장애우사랑운동본부부설한마음의원,의원,광주,동구,2007-09-18
장애인치과의원,치과의원,광주,남구,2001-09-13
장앤박안과의원,의원,서울,은평구,2018-03-01
장앤수내과의원,의원,대구,동구,2009-04-13
장약국,약국,서울,강동구,2016-04-04
장약국,약국,서울,종로구,2007-08-29
장약국,약국,서울,마포구,2001-05-08
장약국,약국,경기,광명시,2004-07-13
장약국,약국,경기,평택시,2008-02-25
장약국,약국,경기,광명시,2012-05-10
장약국,약국,경기,의정부시,2009-09-14
장약국,약국,충북,제천시,2000-06-27
장약국,약국,충북,청주시 청원구,2007-06-08
장약국,약국,충남,논산시,2012-09-11
장약국,약국,충남,예산군,2016-01-31
장약국,약국,대전,유성구,2001-03-31
장약국,약국,충남,천안시 동남구,2012-05-23
장약국,약국,전북,무주군,2007-07-16
장약국,약국,전북,군산시,2004-07-05
장약국,약국,전북,무주군,2003-11-03
장약국,약국,전북,무주군,2013-01-02
장약국,약국,전남,고흥군,2000-08-06
장약국,약국,전남,구례군,2020-10-01
장약국,약국,울산,남구,2010-04-19
장양욱외과의원,의원,전북,전주시 덕진구,2002-05-12
장양한의원,한의원,서울,용산구,2013-09-17
장에스떼젠의원,의원,서울,강남구,2008-04-17
장영숙소아청소년과의원,의원,전북,전주시 덕진구,2020-01-01
장영정치과의원,치과의원,서울,관악구,2013-03-28
장영한의원,한의원,경기,부천시,2008-05-07
장영호의원,의원,경기,안산시 상록구,2003-01-02
장영희한의원,한의원,서울,강남구,2014-02-13
장외과의원,의원,인천,서구,2011-03-07
장외과의원,의원,전북,김제시,2019-01-12
장외과의원,의원,울산,남구,2001-12-21
장용석외과의원,의원,서울,서초구,2013-01-18
장용우정형외과의원,의원,충북,음성군,2001-02-10
장우석빈성형외과의원,의원,서울,강남구,2017-06-14
장우약국,약국,경기,화성시,2006-10-26
장우익치과의원,치과의원,서울,중구,2007-12-28
장원약국,약국,서울,영등포구,2011-03-21
장원약국,약국,서울,강남구,2009-05-15
장원약국,약국,경기,부천시,2004-09-18
장원약국,약국,경기,이천시,2004-03-09
장원약국,약국,대전,동구,2022-12-23
장원약국,약국,충남,"천안시(천안서북구,동남구)",2005-02-03
장원약국,약국,광주,동구,2005-12-27
장원약국,약국,광주,북구,2011-11-28
장원약국,약국,인천,부평구,2014-03-31
장원연합의원,의원,광주,동구,2010-08-26
장원온누리약국,약국,인천,부평구,2017-05-31
장원의원,의원,광주,동구,2011-02-16
장원재치과의원,치과의원,강원,원주시,2025-08-08
장원치과의원,치과의원,경기,안산시 단원구,2019-09-30
장원치과의원,치과의원,대전,중구,2016-08-19
장원치과의원,치과의원,경남,사천시,2005-04-11
장원치과의원,치과의원,경남,함안군,2015-02-10
장원한의원,한의원,광주,북구,2009-03-09
장위돌곶이한의원,한의원,서울,성북구,2000-11-08
장위이사랑치과의원,치과의원,서울,성북구,2002-09-30
장위햇살약국,약국,서울,성북구,2020-03-16
장유25시약국,약국,경남,김해시,2003-09-29
장유강남비뇨기과의원,의원,경남,김해시,2016-11-30
장유내과재활의학과의원,의원,경남,김해시,2015-12-09
장유누가병원,병원,경남,김해시,2018-03-01
장유늘푸른약국,약국,경남,김해시,2005-08-01
장유늘푸른약국,약국,경남,김해시,2011-01-03
장유미치과의원,치과의원,경남,김해시,2016-06-20
장유백세마취통증의학과의원,의원,경남,김해시,2008-03-01
장유백세마취통증의학과의원,의원,경남,김해시,2008-11-26
장유병원,병원,경남,김해시,2006-07-01
장유부부한의원,한의원,경남,김해시,2007-06-07
장유사랑약국,약국,경남,김해시,2005-12-28
장유사랑요양병원,요양병원,경남,김해시,2015-12-04
장유산부인과의원,의원,경남,김해시,2016-03-28
장유신의원,의원,서울,성동구,2002-08-26
장유아동병원,병원,경남,김해시,2019-09-03
장유아동병원,병원,경남,김해시,2022-03-20
장유약국,약국,경남,김해시,2010-10-07
장유연세요양병원,요양병원,경남,김해시,2007-04-10
장유열린한의원,한의원,경남,김해시,2017-12-30
장유우정약국,약국,경남,김해시,2016-12-01
장유으뜸신경외과의원,의원,경남,김해시,2020-12-31
장유제일의원,의원,경남,김해시,2001-06-11
장유조은약국,약국,경남,김해시,2011-11-14
장유조은약국,약국,경남,김해시,2013-05-05
장유조은약국,약국,경남,김해시,2015-05-11
장유참조은치과의원,치과의원,경남,김해시,2008-11-10
장유큰한의원,한의원,경남,김해시,2019-01-31
장유화이트치과의원,치과의원,경남,김해시,2010-08-26
장유효요양병원,요양병원,경남,김해시,2010-11-15
장윤경치과의원,치과의원,경남,창원시,2001-08-01
장윤모피부과의원,의원,인천,남동구,2014-10-06
장윤정소아과의원,의원,서울,서대문구,2017-05-31
장윤주산부인과의원,의원,전남,해남군,2006-04-05
장의원,의원,서울,구로구,2019-12-30
장의원,의원,경기,광주시,2002-05-01
장의원,의원,충남,홍성군,2000-07-07
장의원,의원,대전,유성구,2010-01-20
장의원,의원,경기,성남시 수정구,2007-03-19
장이비인후과의원,의원,서울,동작구,2008-05-01
장이비인후과의원,의원,서울,노원구,2009-10-20
장이비인후과의원,의원,서울,마포구,2003-08-20
장이비인후과의원,의원,서울,양천구,2008-02-29
장이비인후과의원,의원,경기,성남시 분당구,2012-08-23
장이비인후과의원,의원,경남,창원시,2005-05-31
장이비인후과의원,의원,제주,제주시,2020-08-14
장이쁜의원,의원,부산,사하구,2018-04-01
장익태치과의원,치과의원,서울,종로구,2014-01-08
장인숙소아과의원,의원,광주,서구,2000-07-31
장인태산부인과의원,의원,서울,강북구,2002-09-24
장일보비뇨기과의원,의원,전남,목포시,2007-06-01
장일석소아과의원,의원,경기,이천시,2005-05-11
장일섭의원,의원,인천,부평구,2009-04-01
장일의원,의원,서울,종로구,2015-11-02
장일의원,의원,서울,종로구,2011-07-13
장자약국,약국,경남,밀양시,2007-03-02
장자약국,약국,경남,밀양시,2010-10-13
장자한의원,한의원,서울,강남구,2014-05-12
장재국정신과의원,의원,대구,수성구,2008-03-10
장재식한의원,한의원,서울,영등포구,2016-11-01
장재식한의원,한의원,경기,성남시 중원구,2021-11-03
장재치과의원,치과의원,강원,영월군,2016-07-18
장재형내과의원,의원,전북,전주시 완산구,2006-10-16
장전 온누리약국,약국,부산,금정구,2024-01-22
장전롯데약국,약국,부산,금정구,2004-02-13
장전약국,약국,부산,금정구,2002-10-28
장전약국,약국,부산,금정구,2008-06-27
장전온누리약국,약국,부산,금정구,2021-05-31
장전정다운약국,약국,부산,금정구,2020-03-02
장정석의원,의원,서울,강서구,2002-10-21
장정신건강의학과의원,의원,부산,부산진구,2024-01-02
장정신과의원,의원,경북,구미시,2020-11-01
장정형외과의원,의원,서울,강남구,2018-04-03
장종호정형외과의원,의원,서울,강동구,2015-09-02
장준내과의원,의원,대전,동구,2000-02-17
장준영안과의원,의원,경북,포항시 북구,2021-06-01
장준호외과의원,의원,서울,강남구,2023-01-14
장지상치과의원,치과의원,서울,중구,2003-11-17
장지약국,약국,서울,송파구,2001-04-24
장진석산부인과의원,의원,부산,북구,2007-12-28
장천기이비인후과의원,의원,부산,사하구,2001-05-15
장천우리약국,약국,전남,순천시,2025-06-01
장천한의원,한의원,부산,동래구,2001-07-01
장천한의원,한의원,부산,동래구,2004-03-02
장천한의원,한의원,충남,천안시 서북구,2023-05-25
장천한의원,한의원,경북,구미시,2002-04-07
장철성치과의원,치과의원,서울,서대문구,2016-12-01
장철이비인후과의원,의원,서울,영등포구,2024-04-01
장철호소아과의원,의원,서울,노원구,2004-12-28
장철호치과의원,치과의원,서울,강서구,2001-05-24
장춘당약국,약국,강원,태백시,2019-09-28
장춘당약국,약국,충북,충주시,2022-12-09
장춘당약국,약국,대구,중구,2006-12-11
장춘당약국,약국,대구,서구,2014-03-10
장춘당약국,약국,경북,안동시,2010-04-01
장춘당약국,약국,대구,중구,2020-12-30
장춘당약국,약국,울산,남구,2019-08-07
장춘약국,약국,서울,영등포구,2008-10-06
장춘약국,약국,경북,안동시,2003-01-01
장춘한의원,한의원,서울,종로구,2004-07-26
장충동자생한의원,한의원,서울,중구,2010-07-01
장충한의원,한의원,서울,중구,2020-01-10
장충현성형외과의원,의원,서울,강남구,2002-04-01
장치과의원,치과의원,서울,서초구,2014-10-16
장치과의원,치과의원,서울,중구,2012-10-04
장치과의원,치과의원,서울,용산구,2001-11-14
장치과의원,치과의원,경기,화성시,2006-05-15
장치과의원,치과의원,경기,고양시 덕양구,2021-10-07
장치과의원,치과의원,인천,강화군,2023-11-01
장치과의원,치과의원,대전,중구,2012-12-27
장치과의원,치과의원,충남,"천안시(천안서북구,동남구)",2001-05-22
장치과의원,치과의원,충남,예산군,2012-01-31
장치과의원,치과의원,충남,예산군,2015-05-21
장치과의원,치과의원,충남,예산군,2018-11-01
장치과의원,치과의원,전북,전주시 덕진구,2001-07-02
장치과의원,치과의원,전남,여수시,2023-07-13
장치과의원,치과의원,대구,수성구,2002-03-24
장치과의원,치과의원,경북,성주군,2000-09-23
장치과의원,치과의원,울산,남구,2016-12-30
장치영치과의원,치과의원,강원,속초시,2006-02-27
장태수한의원,한의원,서울,광진구,2006-02-20
장터약국,약국,경기,부천시,2003-08-08
장터약국,약국,전남,화순군,2005-02-01
장토한의원,한의원,대전,서구,2001-02-12
장팔팔내과의원,의원,부산,부산진구,2016-03-31
장팔팔의원,의원,부산,사하구,2008-03-26
장편한내과의원,의원,경기,안양시 동안구,2024-06-29
장편한내과의원,의원,경기,안산시 단원구,2006-03-02
장평새약국,약국,경남,거제시,2010-10-21
장평약국,약국,강원,평창군,2016-01-05
장평오거리약국,약국,경남,거제시,2009-10-19
장평오거리약국,약국,경남,거제시,2012-02-20
장평치과의원,치과의원,경남,거제시,2018-12-13
장평치과의원,치과의원,경남,거제시,2020-01-03
장평치과의원,치과의원,경남,거제시,2024-12-17
장평한의원,한의원,강원,평창군,2011-05-02
장평한의원,한의원,강원,평창군,2015-03-31
장피부과의원,의원,서울,용산구,2002-11-19
장피부과의원,의원,경기,의정부시,2009-09-01
장피부과의원,의원,경기,안산시 상록구,2006-05-29
장피부비뇨기과의원,의원,서울,중구,2002-03-19
장피부비뇨기과의원,의원,경기,"안산시(안산단원구,상록구)",2000-04-04
장하림한의원,한의원,광주,북구,2016-12-05
장학온누리약국,약국,강원,춘천시,2016-10-31
장학우리치과의원,치과의원,강원,춘천시,2020-02-14
장학우리치과의원,치과의원,강원,춘천시,2021-01-16
장학우리치과의원,치과의원,강원,춘천시,2025-11-29
장한e편한치과의원,치과의원,서울,동대문구,2008-07-18
장한방한의원,한의원,충북,청주시 흥덕구,2021-06-01
장한약국,약국,서울,도봉구,2006-02-07
장한약국,약국,경기,오산시,2000-01-01
장한약국,약국,경북,구미시,2010-08-02
장한의원,한의원,서울,동작구,2002-07-12
장한의원,한의원,서울,양천구,2004-04-01
장한의원,한의원,서울,마포구,2023-03-31
장한의원,한의원,경기,파주시,2006-02-02
장한의원,한의원,경기,이천시,2004-08-23
장한의원,한의원,경기,파주시,2019-12-31
장한의원,한의원,충북,충주시,2010-10-11
장한의원,한의원,광주,광산구,2019-02-09
장한의원,한의원,울산,남구,2013-07-17
장한치과의원,치과의원,서울,중구,2004-03-22
장한평치과의원,치과의원,서울,동대문구,2011-07-11
장항삼성의원,의원,충남,서천군,2022-11-22
장항서울의원,의원,충남,서천군,2022-02-07
장항세계로약국,약국,충남,서천군,2005-10-04
장항아름다운약국,약국,충남,서천군,2012-06-01
장항약국,약국,충남,서천군,2013-07-03
장항약국,약국,충남,서천군,2014-06-05
장항외과의원,의원,경남,김해시,2004-03-11
장항외과의원,의원,경기,부천시,2023-08-04
장항진치과의원,치과의원,대전,중구,2015-12-31
장해부병리과의원,의원,대구,동구,2001-06-08
장현 수치과의원,치과의원,경기,남양주시,2025-05-31
장현규정형외과의원,의원,경남,진주시,2002-12-31
장현다정약국,약국,경기,시흥시,2005-11-14
장현백의원,의원,경기,남양주시,2004-10-12
장현성심신경외과의원,의원,경기,남양주시,2000-06-27
장현성심의원,의원,경기,남양주시,2012-07-19
장현약국,약국,경기,남양주시,2001-09-06
장현연세통증의학과의원,의원,경기,남양주시,2010-10-05
장현유명약국,약국,경기,남양주시,2023-03-23
장현유명약국,약국,경기,남양주시,2014-04-01
장현유명약국,약국,경기,남양주시,2015-03-04
장현의원,의원,경기,남양주시,2007-06-15
장현이층약국,약국,경기,남양주시,2012-01-19
장현이층약국,약국,경기,남양주시,2014-06-02
장현이층약국,약국,경기,남양주시,2007-12-13
장현일치과의원,치과의원,서울,송파구,2025-03-31
장현정산부인과의원,의원,서울,송파구,2019-12-21
장현제일약국,약국,경기,남양주시,2003-11-20
장현제일약국,약국,경기,남양주시,2004-07-12
장현프라자약국,약국,경기,남양주시,2011-07-26
장현프라자약국,약국,경기,남양주시,2007-10-12
장현프라자약국,약국,경기,남양주시,2016-07-26
장혜경소아과의원,의원,서울,동작구,2004-06-07
장혜정산부인과의원,의원,서울,강북구,2022-11-30
장호선산부인과의원,의원,서울,강동구,2000-02-01
장호약국,약국,경기,이천시,2014-11-14
장호원백화점약국,약국,경기,이천시,2011-04-20
장호원성모병원,병원,경기,이천시,2016-09-08
장호원이비인후과의원,의원,경기,이천시,2008-02-29
장호원치과의원,치과의원,경기,이천시,2006-12-06
장홍기한의원,한의원,전남,고흥군,2022-06-08
장홍주정형외과의원,의원,서울,강남구,2018-06-01
장훈소아과의원,의원,서울,송파구,2006-12-31
장훈의원,의원,서울,용산구,2007-04-09
장흉부외과의원,의원,전북,군산시,2004-08-01
장흥군유치면신풍보건진료소,보건진료소,전남,장흥군,2002-03-01
장흥군회진면노력보건진료소,보건진료소,전남,장흥군,2008-12-29
장흥백병원,병원,전남,장흥군,2001-02-26
장흥백제약국,약국,전남,장흥군,2017-05-11
장흥병원,종합병원,전남,장흥군,2016-08-01
장흥보령약국,약국,전남,장흥군,2001-09-05
장흥약국,약국,경기,양주시,2018-11-14
장흥약국,약국,경기,양주시,2018-06-15
장흥우리병원,병원,전남,장흥군,2004-07-19
장흥위약국,약국,전남,장흥군,2003-08-04
장흥종로약국,약국,전남,장흥군,2002-01-23
장흥중앙약국,약국,전남,장흥군,2008-01-04
장흥중앙약국,약국,전남,장흥군,2003-03-01
장흥중앙약국,약국,전남,장흥군,2006-05-02
장흥중앙약국,약국,전남,장흥군,2007-04-09
장흥중앙약국,약국,전남,장흥군,2012-03-01
장흥치과의원,치과의원,충북,옥천군,2003-01-10
장흥치과의원,치과의원,충북,옥천군,2003-12-13
장흥치과의원,치과의원,충북,옥천군,2016-06-29
장흥통합의료한방병원,한방병원,전남,장흥군,2020-03-30
재)늘사랑장학재단B.M.H준의원,의원,전북,전주시 완산구,2009-11-16
재)늘사랑장학재단연재한의원,한의원,전북,군산시,2013-07-31
재)대구구천주교회유지재단논공가톨릭병원,병원,대구,달성군,2013-08-13
재)마리아수녀회 도티기념병원,병원,서울,은평구,2017-06-30
재)부산산업의학연구소고신의원,의원,부산,사상구,2001-07-06
재)부산산업의학연구소복음한의원,한의원,부산,사상구,2001-07-06
재)부산산업의학연구소하단한의원,한의원,부산,사하구,2001-04-18
재)세계태권도국기원동안한의원,한의원,전북,전주시 완산구,2013-07-30
재)한국뇌졸중연구장학재단마산복음병원,병원,경남,창원시 마산회원구,2011-09-08
재)한국산업보건환경연구소부설동창원병원,병원,경남,창원시 의창구,2010-04-07
재)한국의학연구소신방메디칼의원,의원,충남,"천안시(천안서북구,동남구)",2005-06-07
재)한마음흥해삼성의원,의원,경북,포항시 북구,2012-02-01
재건약국,약국,서울,광진구,2000-07-15
재건약국,약국,경남,마산시,2009-10-30
재건정형외과의원,의원,부산,금정구,2012-06-13
재경약국,약국,서울,강남구,2003-08-14
재단)대한불교정법원튼튼의원,의원,부산,금정구,2014-07-08
재단법인 건강생활재단 전일의원,의원,전북,전주시 완산구,2019-11-13
재단법인 국제안전보건재단 아이피웰한의원,한의원,서울,용산구,2016-12-29
재단법인 금성재단 강림요양병원,요양병원,부산,사상구,2019-01-01
재단법인 금오재단 다나의원,의원,경북,문경시,2025-06-13
재단법인 달마선원 예술문화진흥원 유지재단 서울메디칼의원,의원,경북,문경시,2022-07-01
재단법인 덕암의료연구재단 유달의원,의원,전남,목포시,2020-06-08
재단법인 동암의학연구소 경주헬스케어허브의원,의원,경북,경주시,2023-10-11
재단법인 동암의학연구소 서울헬스케어허브의원,의원,경기,용인시 기흥구,2024-08-28
재단법인 동행재단 스마트메디컬의원,의원,부산,사상구,2017-06-01
재단법인 동행재단 아름다운치과의원,치과의원,부산,동래구,2018-06-05
재단법인 성운 노엘의원,의원,경북,구미시,2018-12-01
재단법인 원불교 원광종합병원,종합병원,경기,화성시,2019-07-08
재단법인 원불교 원광한의원,한의원,경기,안양시 만안구,2024-03-15
재단법인 원불교 원요양병원,요양병원,전북,익산시,2015-11-26
재단법인 천주교 전주교구 유지재단 익산성모병원,요양병원,전북,익산시,2025-12-31
재단법인 한국불교태고원 마디의원,의원,경북,영주시,2020-04-06
재단법인경기환경복지재단 더메디빌의원,의원,경기,안양시 동안구,2019-03-12
재단법인경복의학연구장학재단푸른의원,의원,부산,부산진구,2010-10-01
재단법인구복아화연합의원,의원,경북,경주시,2018-02-01
재단법인그루터기노블의원,의원,경남,김해시,2014-07-31
재단법인그루터기수한의원,한의원,경남,김해시,2015-11-23
재단법인금강장학재단정인의원,의원,경기,화성시,2013-01-01
재단법인금광재단한빛의원,의원,경북,영주시,2009-09-30
재단법인금오재단길안온누리의원,의원,경북,안동시,2009-08-01
재단법인금오재단상모삼성연합의원,의원,경북,구미시,2013-02-01
재단법인기독교한국침례회유지재단사랑의원,의원,광주,남구,2009-07-20
재단법인나눔의의원,의원,서울,서대문구,2001-04-03
재단법인남양바다요양병원,요양병원,경남,창원시 마산합포구,2017-03-08
재단법인네오딘의학연구소대화성모의원,의원,경기,고양시 일산서구,2001-06-09
재단법인네오딘의학연구소하나의원,의원,경기,"안산시(안산단원구,상록구)",2001-10-26
재단법인노인종합복지관성심한의원,한의원,충북,청주시 상당구,2004-10-05
재단법인늘사랑장학재단서울의원,의원,충남,논산시,2008-11-30
재단법인늘사랑장학재단한사랑한의원,한의원,경기,안성시,2009-08-13
재단법인대성재단대성요양병원,요양병원,경기,부천시,2023-10-27
재단법인대성재단디에스병원,병원,경기,부천시,2023-03-31
재단법인대한보건재단믿음의원,의원,경남,창원시 마산회원구,2016-09-19
재단법인대한보건재단믿음한의원,한의원,경남,창원시 마산합포구,2015-06-29
재단법인대한보건재단우리의원,의원,경남,창원시 마산합포구,2013-05-21
재단법인대한보건재단행복한의원,한의원,경남,함양군,2013-12-02
재단법인대한불교정법원 목포동국의원,의원,전남,목포시,2016-05-24
재단법인대한불교정법원근대의원,의원,부산,사상구,2014-03-31
재단법인대한불교정법원생림의원,의원,경남,김해시,2016-05-04
재단법인대한스포츠의학재단강남나무치과의원,치과의원,서울,강남구,2025-06-24
재단법인대한임상의학연구소부설의원,의원,서울,서초구,2001-09-06
재단법인대한장학재단대동한의원,한의원,부산,북구,2004-01-26
재단법인대한장학재단청십자의원,의원,부산,부산진구,2012-01-31
재단법인대한장학재단청십자의원,의원,부산,남구,2003-04-23
재단법인대한장학재단청십자한의원,한의원,부산,부산진구,2002-09-01
재단법인대한장학재단해인의원,의원,부산,금정구,2006-06-29
재단법인동계의원,의원,전북,순창군,2013-09-28
재단법인동국역경사업진흥회동국의원,의원,서울,서초구,2006-11-01
재단법인동암의학연구소동산한의원,한의원,경기,고양시 일산동구,2014-06-02
재단법인동암의학연구소동암의원,의원,서울,은평구,2010-02-09
재단법인동암의학연구소빈메디의원,의원,경기,시흥시,2008-05-01
재단법인동암의학연구소세종의원,의원,서울,은평구,2002-12-08
재단법인동암의학연구소현대의원,의원,서울,강서구,2005-06-02
재단법인동틴암연구소제선한의원,한의원,서울,중구,2002-08-30
재단법인미래산업보건의료재단 미래건강의원,의원,울산,북구,2024-05-28
재단법인미래산업보건의료재단미래건강메디컬의원,의원,부산,부산진구,2011-04-25
재단법인미리내천주성삼성직수도회천주성삼병원,병원,대구,수성구,2015-01-01
재단법인베스티안재단베스티안서울병원,병원,서울,성동구,2024-06-01
재단법인부산산업의학연구소복지의원,의원,부산,사상구,2001-02-27
재단법인부산산업의학연구소복지한의원,한의원,부산,사상구,2001-03-01
재단법인부산산업의학연구소부속의원,의원,부산,부산진구,2001-07-24
재단법인부산산업의학연구소부속한의원,한의원,부산,부산진구,2001-07-24
재단법인부산산업의학연구소푸른의원,의원,부산,부산진구,2001-01-20
재단법인부산산업의학연구소푸른한의원,한의원,부산,부산진구,2001-01-20
재단법인사랑과사람건강의원,의원,전북,고창군,2010-08-04
재단법인사랑과사람정성의원,의원,전북,익산시,2013-01-23
재단법인사랑나눔재단포근한의원,의원,경남,김해시,2014-03-06
재단법인사랑의내과의원,의원,인천,중구,2003-02-10
재단법인사랑의의원,의원,서울,서대문구,2010-08-01
재단법인사랑의의원,의원,대구,달서구,2010-01-26
재단법인사랑의장기기증운동본부사랑의의원,의원,부산,부산진구,2010-07-19
재단법인사랑의장기기증운동본부사랑의의원,의원,광주,서구,2011-01-01
재단법인새생명의원,의원,충북,충주시,2005-03-02
재단법인새생명재단산내의원,의원,경북,경주시,2007-08-16
재단법인새생명재단삼성연합의원,의원,경북,안동시,2009-02-16
재단법인새생명재단성심연합의원,의원,경북,의성군,2013-03-29
재단법인새생명재단우리들의원,의원,전북,정읍시,2011-05-02
재단법인새생명재단인애의원,의원,경북,영주시,2005-08-09
재단법인새생명재단장생한의원,한의원,대구,동구,2017-03-02
재단법인새생명재단제일연합의원,의원,경북,구미시,2017-08-31
재단법인새생명재단참사랑의원,의원,경북,영천시,2014-10-02
재단법인새생명재단현대연합의원,의원,경북,구미시,2018-02-08
재단법인서강장학회제민의원,의원,울산,중구,2003-11-20
재단법인서울비전의료재단늘편한의원,의원,서울,마포구,2016-10-18
재단법인서울의과학연구소부설서울의원,의원,서울,용산구,2015-11-30
재단법인성모성심수도회성동재활의원,의원,서울,성동구,2010-11-30
재단법인성모성심수도회성삼안의원,의원,대구,수성구,2003-01-24
재단법인성모성심수도회천주성삼병원,병원,대구,수성구,2010-05-01
재단법인세계태권도국기원리라해솔의원,의원,경기,부천시,2014-04-22
재단법인세계태권도국기원바른몸한의원,한의원,인천,부평구,2013-04-11
재단법인세계태권도국기원삼미치과의원,치과의원,경기,시흥시,2012-04-03
재단법인세계태권도국기원새하늘의원,의원,전남,목포시,2014-04-28
재단법인세계태권도국기원에스메디컬의원,의원,서울,서초구,2012-06-26
재단법인세계태권도국기원현대한의원,한의원,경기,부천시,2013-12-02
재단법인소공의약개발연구원 갱생의원,의원,서울,중구,2015-11-26
재단법인수성마디병원,병원,대구,동구,2020-11-19
재단법인수정복지의원,의원,경기,성남시 수정구,2008-11-11
재단법인신생의료연구재단강북성심병원,병원,서울,동대문구,2001-12-13
재단법인신생의료연구재단서울남부의원,의원,서울,영등포구,2001-05-03
재단법인아산사회복지재단보령아산한방병원,한방병원,충남,보령시,2005-08-01
재단법인아산사회복지재단보령아산한의원,한의원,충남,보령시,2006-05-31
재단법인아산사회복지재단정읍아산한방병원,한방병원,전북,정읍시,2005-03-31
재단법인아산사회복지재단정읍아산한의원,한의원,전북,정읍시,2006-01-02
재단법인아이누리삼성율하병원,병원,경남,김해시,2016-02-11
재단법인아이누리한울요양병원,요양병원,경남,창원시 마산합포구,2017-04-13
재단법인아주산업의학연구소삼성의원,의원,경기,안산시 단원구,2004-08-31
재단법인아주산업환경현대의학의원,의원,충남,"천안시(천안서북구,동남구)",2003-01-09
재단법인에스알희망나눔 희망의원,의원,경기,고양시 일산서구,2019-10-14
재단법인에스알희망나눔 희망한의원,한의원,경기,고양시 일산서구,2018-07-18
재단법인웅비장학복지재단유비의원,의원,전북,전주시 덕진구,2015-07-03
재단법인원광한의원,한의원,경기,안양시 동안구,2018-01-02
재단법인원불교 원광한의원,한의원,경기,성남시 분당구,2022-01-19
재단법인원불교 원광한의원,한의원,경기,수원시 권선구,2022-11-01
재단법인원불교보화당한의원,한의원,서울,동대문구,2013-05-06
재단법인원불교서울교구 강남원의원,의원,서울,강남구,2021-12-10
재단법인원불교시흥원광한의원,한의원,경기,시흥시,2009-02-02
재단법인원불교원광한의원,한의원,서울,관악구,2003-03-22
재단법인원불교원광한의원,한의원,경기,안산시 상록구,2021-03-01
재단법인원불교원광한의원,한의원,경기,부천시,2020-05-04
재단법인원불교원의원,의원,전북,익산시,2006-03-03
재단법인원진녹색치과의원,치과의원,경기,구리시,2009-08-28
재단법인원진녹색한의원,한의원,경기,구리시,2017-01-01
재단법인이랜드재단이랜드의원,의원,서울,마포구,2015-03-18
재단법인임마누엘세계선교원예리나의원,의원,경기,부천시,2015-10-01
재단법인임마누엘세계선교회부속신세계의원,의원,전남,목포시,2016-01-05
재단법인임마누엘세계선교회임마누엘메디컬의원,의원,경기,연천군,2016-08-11
재단법인임마누엘세계선교회임마누엘의원,의원,충남,부여군,2001-11-17
재단법인임마누엘세계선교회참빛치과의원,치과의원,서울,동대문구,2015-08-17
재단법인자생의료재단수원자생영상의학과의원,의원,경기,수원시 영통구,2017-08-23
재단법인자생의료재단수원자생한의원,한의원,경기,수원시 영통구,2017-08-23
재단법인자생의료재단영등포자생영상의학과의원,의원,서울,영등포구,2016-07-12
재단법인자생의료재단영등포자생한의원,한의원,서울,영등포구,2016-07-12
재단법인자생의료재단잠실자생영상의학과의원,의원,서울,송파구,2015-04-22
재단법인자생의료재단잠실자생한의원,한의원,서울,송파구,2015-04-22
재단법인장로대전노회부속안의원,의원,대전,동구,2007-09-13
재단법인장학재단청십자한의원,한의원,부산,남구,2003-04-23
재단법인제마재단구룡포한의원,한의원,경북,포항시 남구,2012-10-15
재단법인제마재단모성아이들병원,병원,경남,김해시,2017-04-11
재단법인제마재단믿음의원,의원,경북,포항시 북구,2014-09-30
재단법인제마재단삼성한의원,한의원,경북,포항시 남구,2013-10-16
재단법인제마재단온한의원,한의원,경기,수원시 영통구,2012-01-02
재단법인제마재단우리의원,의원,충남,보령시,2012-11-26
재단법인지산병원,병원,경남,창원시 의창구,2014-06-26
재단법인청남의학재단구포인성메디칼의원,의원,부산,북구,2012-06-12
재단법인청아장학재단신원의원,의원,경기,부천시,2010-01-01
재단법인팔복 팔복의원,의원,경북,구미시,2021-10-01
재단법인푸르메 푸르메의원,의원,서울,종로구,2023-01-01
재단법인푸르메 푸르메치과의원,치과의원,서울,종로구,2024-02-29
재단법인푸르메푸르메한의원,한의원,서울,종로구,2015-01-05
재단법인한국뇌졸중연구장학재단마산복음요양병원,요양병원,경남,창원시 마산회원구,2020-01-17
재단법인한국불교태고원광성의원,의원,경북,구미시,2003-06-04
재단법인한국불교태고원대성의원,의원,경북,문경시,2003-06-05
재단법인한국불교태고원생림의원,의원,경남,김해시,2013-11-21
재단법인한국불교태고원한빛의원,의원,경북,성주군,2020-06-12
재단법인한국산업보건환경연구소부설 해상병원,병원,서울,영등포구,2021-04-01
